,HCPCS,DESCRIPTION,WORK RVU,FACILITY PE RVU,MP RVU,FACILITY TOTAL
14639,82376,Assay carboxyhb qual,0.0,0.0,0.0,0.0
14640,82378,Carcinoembryonic antigen,0.0,0.0,0.0,0.0
14641,82379,Assay of carnitine,0.0,0.0,0.0,0.0
14642,82380,Assay of carotene,0.0,0.0,0.0,0.0
14643,82382,Assay urine catecholamines,0.0,0.0,0.0,0.0
14644,82383,Assay blood catecholamines,0.0,0.0,0.0,0.0
14645,82384,Assay three catecholamines,0.0,0.0,0.0,0.0
14646,82387,Assay of cathepsin-d,0.0,0.0,0.0,0.0
14647,82390,Assay of ceruloplasmin,0.0,0.0,0.0,0.0
14648,82397,Chemiluminescent assay,0.0,0.0,0.0,0.0
14649,82415,Assay of chloramphenicol,0.0,0.0,0.0,0.0
14650,82435,Assay of blood chloride,0.0,0.0,0.0,0.0
14651,82436,Assay of urine chloride,0.0,0.0,0.0,0.0
14652,82438,Assay other fluid chlorides,0.0,0.0,0.0,0.0
14653,82441,Test for chlorohydrocarbons,0.0,0.0,0.0,0.0
14654,82465,Assay bld/serum cholesterol,0.0,0.0,0.0,0.0
14655,82480,Assay serum cholinesterase,0.0,0.0,0.0,0.0
14656,82482,Assay rbc cholinesterase,0.0,0.0,0.0,0.0
14657,82485,Assay chondroitin sulfate,0.0,0.0,0.0,0.0
14658,82495,Assay of chromium,0.0,0.0,0.0,0.0
14659,82507,Assay of citrate,0.0,0.0,0.0,0.0
14660,82523,Collagen crosslinks,0.0,0.0,0.0,0.0
14661,82525,Assay of copper,0.0,0.0,0.0,0.0
14662,82528,Assay of corticosterone,0.0,0.0,0.0,0.0
14663,82530,Cortisol free,0.0,0.0,0.0,0.0
14664,82533,Total cortisol,0.0,0.0,0.0,0.0
14665,82540,Assay of creatine,0.0,0.0,0.0,0.0
14666,82542,Col chromotography qual/quan,0.0,0.0,0.0,0.0
14667,82550,Assay of ck (cpk),0.0,0.0,0.0,0.0
14668,82552,Assay of cpk in blood,0.0,0.0,0.0,0.0
14669,82553,Creatine mb fraction,0.0,0.0,0.0,0.0
14670,82554,Creatine isoforms,0.0,0.0,0.0,0.0
14671,82565,Assay of creatinine,0.0,0.0,0.0,0.0
14672,82570,Assay of urine creatinine,0.0,0.0,0.0,0.0
14673,82575,Creatinine clearance test,0.0,0.0,0.0,0.0
14674,82585,Assay of cryofibrinogen,0.0,0.0,0.0,0.0
14675,82595,Assay of cryoglobulin,0.0,0.0,0.0,0.0
14676,82600,Assay of cyanide,0.0,0.0,0.0,0.0
14677,82607,Vitamin b-12,0.0,0.0,0.0,0.0
14678,82608,B-12 binding capacity,0.0,0.0,0.0,0.0
14679,82610,Cystatin c,0.0,0.0,0.0,0.0
14680,82615,Test for urine cystines,0.0,0.0,0.0,0.0
14681,82626,Dehydroepiandrosterone,0.0,0.0,0.0,0.0
14682,82627,Dehydroepiandrosterone,0.0,0.0,0.0,0.0
14683,82633,Desoxycorticosterone,0.0,0.0,0.0,0.0
14684,82634,Deoxycortisol,0.0,0.0,0.0,0.0
14685,82638,Assay of dibucaine number,0.0,0.0,0.0,0.0
14686,82642,Dihydrotestosterone,0.0,0.0,0.0,0.0
14687,82652,Vit d 1 25-dihydroxy,0.0,0.0,0.0,0.0
14688,82653,El-1 fecal quantitative,0.0,0.0,0.0,0.0
14689,82656,El-1 fecal qual/semiq,0.0,0.0,0.0,0.0
14690,82657,Enzyme cell activity,0.0,0.0,0.0,0.0
14691,82658,Enzyme cell activity ra,0.0,0.0,0.0,0.0
14692,82664,Electrophoretic test,0.0,0.0,0.0,0.0
14693,82668,Assay of erythropoietin,0.0,0.0,0.0,0.0
14694,82670,Assay of total estradiol,0.0,0.0,0.0,0.0
14695,82671,Assay of estrogens,0.0,0.0,0.0,0.0
14696,82672,Assay of estrogen,0.0,0.0,0.0,0.0
14697,82677,Assay of estriol,0.0,0.0,0.0,0.0
14698,82679,Assay of estrone,0.0,0.0,0.0,0.0
14699,82681,Assay dir meas fr estradiol,0.0,0.0,0.0,0.0
14700,82693,Assay of ethylene glycol,0.0,0.0,0.0,0.0
14701,82696,Assay of etiocholanolone,0.0,0.0,0.0,0.0
14702,82705,Fats/lipids feces qual,0.0,0.0,0.0,0.0
14703,82710,Fats/lipids feces quant,0.0,0.0,0.0,0.0
14704,82715,Assay of fecal fat,0.0,0.0,0.0,0.0
14705,82725,Assay of blood fatty acids,0.0,0.0,0.0,0.0
14706,82726,Long chain fatty acids,0.0,0.0,0.0,0.0
14707,82728,Assay of ferritin,0.0,0.0,0.0,0.0
14708,82731,Assay of fetal fibronectin,0.0,0.0,0.0,0.0
14709,82735,Assay of fluoride,0.0,0.0,0.0,0.0
14710,82746,Assay of folic acid serum,0.0,0.0,0.0,0.0
14711,82747,Assay of folic acid rbc,0.0,0.0,0.0,0.0
14712,82757,Assay of semen fructose,0.0,0.0,0.0,0.0
14713,82759,Assay of rbc galactokinase,0.0,0.0,0.0,0.0
14714,82760,Assay of galactose,0.0,0.0,0.0,0.0
14715,82775,Assay galactose transferase,0.0,0.0,0.0,0.0
14716,82776,Galactose transferase test,0.0,0.0,0.0,0.0
14717,82777,Galectin-3,0.0,0.0,0.0,0.0
14718,82784,Assay iga/igd/igg/igm each,0.0,0.0,0.0,0.0
14719,82785,Assay of ige,0.0,0.0,0.0,0.0
14720,82787,Igg 1 2 3 or 4 each,0.0,0.0,0.0,0.0
14721,82800,Blood ph,0.0,0.0,0.0,0.0
14722,82803,Blood gases any combination,0.0,0.0,0.0,0.0
14723,82805,Blood gases w/o2 saturation,0.0,0.0,0.0,0.0
14724,82810,Blood gases o2 sat only,0.0,0.0,0.0,0.0
14725,82820,Hemoglobin-oxygen affinity,0.0,0.0,0.0,0.0
14726,82930,Gastric analy w/ph ea spec,0.0,0.0,0.0,0.0
14727,82938,Gastrin test,0.0,0.0,0.0,0.0
14728,82941,Assay of gastrin,0.0,0.0,0.0,0.0
14729,82943,Assay of glucagon,0.0,0.0,0.0,0.0
14730,82945,Glucose other fluid,0.0,0.0,0.0,0.0
14731,82946,Glucagon tolerance test,0.0,0.0,0.0,0.0
14732,82947,Assay glucose blood quant,0.0,0.0,0.0,0.0
14733,82948,Reagent strip/blood glucose,0.0,0.0,0.0,0.0
14734,82950,Glucose test,0.0,0.0,0.0,0.0
14735,82951,Glucose tolerance test (gtt),0.0,0.0,0.0,0.0
14736,82952,Gtt-added samples,0.0,0.0,0.0,0.0
14737,82955,Assay of g6pd enzyme,0.0,0.0,0.0,0.0
14738,82960,Test for g6pd enzyme,0.0,0.0,0.0,0.0
14739,82962,Glucose blood test,0.0,0.0,0.0,0.0
14740,82963,Assay of glucosidase,0.0,0.0,0.0,0.0
14741,82965,Assay of gdh enzyme,0.0,0.0,0.0,0.0
14742,82977,Assay of ggt,0.0,0.0,0.0,0.0
14743,82978,Assay of glutathione,0.0,0.0,0.0,0.0
14744,82979,Assay rbc glutathione,0.0,0.0,0.0,0.0
14745,82985,Assay of glycated protein,0.0,0.0,0.0,0.0
14746,83001,Assay of gonadotropin (fsh),0.0,0.0,0.0,0.0
14747,83002,Assay of gonadotropin (lh),0.0,0.0,0.0,0.0
14748,83003,Assay growth hormone (hgh),0.0,0.0,0.0,0.0
14749,83006,Growth stimulation gene 2,0.0,0.0,0.0,0.0
14750,83009,H pylori (c-13) blood,0.0,0.0,0.0,0.0
14751,83010,Assay of haptoglobin quant,0.0,0.0,0.0,0.0
14752,83012,Assay of haptoglobins,0.0,0.0,0.0,0.0
14753,83013,H pylori (c-13) breath,0.0,0.0,0.0,0.0
14754,83014,H pylori drug admin,0.0,0.0,0.0,0.0
14755,83015,Heavy metal qual any anal,0.0,0.0,0.0,0.0
14756,83018,Heavy metal quant each nes,0.0,0.0,0.0,0.0
14757,83020,Hemoglobin electrophoresis,0.0,0.0,0.0,0.0
14758,83020,Hemoglobin electrophoresis,0.37,0.14,0.02,0.53
14759,83021,Hemoglobin chromotography,0.0,0.0,0.0,0.0
14760,83026,Hemoglobin copper sulfate,0.0,0.0,0.0,0.0
14761,83030,Fetal hemoglobin chemical,0.0,0.0,0.0,0.0
14762,83033,Fetal hemoglobin assay qual,0.0,0.0,0.0,0.0
14763,83036,Glycosylated hemoglobin test,0.0,0.0,0.0,0.0
14764,83037,Glycosylated hb home device,0.0,0.0,0.0,0.0
14765,83045,Blood methemoglobin test,0.0,0.0,0.0,0.0
14766,83050,Blood methemoglobin assay,0.0,0.0,0.0,0.0
14767,83051,Assay of plasma hemoglobin,0.0,0.0,0.0,0.0
14768,83060,Blood sulfhemoglobin assay,0.0,0.0,0.0,0.0
14769,83065,Assay of hemoglobin heat,0.0,0.0,0.0,0.0
14770,83068,Hemoglobin stability screen,0.0,0.0,0.0,0.0
14771,83069,Assay of urine hemoglobin,0.0,0.0,0.0,0.0
14772,83070,Assay of hemosiderin qual,0.0,0.0,0.0,0.0
14773,83080,Assay of b hexosaminidase,0.0,0.0,0.0,0.0
14774,83088,Assay of histamine,0.0,0.0,0.0,0.0
14775,83090,Assay of homocystine,0.0,0.0,0.0,0.0
14776,83150,Assay of homovanillic acid,0.0,0.0,0.0,0.0
14777,83491,Assay of corticosteroids 17,0.0,0.0,0.0,0.0
14778,83497,Assay of 5-hiaa,0.0,0.0,0.0,0.0
14779,83498,Assay of progesterone 17-d,0.0,0.0,0.0,0.0
14780,83500,Assay free hydroxyproline,0.0,0.0,0.0,0.0
14781,83505,Assay total hydroxyproline,0.0,0.0,0.0,0.0
14782,83516,Immunoassay nonantibody,0.0,0.0,0.0,0.0
14783,83518,Immunoassay dipstick,0.0,0.0,0.0,0.0
14784,83519,Ria nonantibody,0.0,0.0,0.0,0.0
14785,83520,Immunoassay quant nos nonab,0.0,0.0,0.0,0.0
14786,83521,Ig light chains free each,0.0,0.0,0.0,0.0
14787,83525,Assay of insulin,0.0,0.0,0.0,0.0
14788,83527,Assay of insulin,0.0,0.0,0.0,0.0
14789,83528,Assay of intrinsic factor,0.0,0.0,0.0,0.0
14790,83529,Asay of interleukin-6 (il-6),0.0,0.0,0.0,0.0
14791,83540,Assay of iron,0.0,0.0,0.0,0.0
14792,83550,Iron binding test,0.0,0.0,0.0,0.0
14793,83570,Assay of idh enzyme,0.0,0.0,0.0,0.0
14794,83582,Assay of ketogenic steroids,0.0,0.0,0.0,0.0
14795,83586,Assay 17- ketosteroids,0.0,0.0,0.0,0.0
14796,83593,Fractionation ketosteroids,0.0,0.0,0.0,0.0
14797,83605,Assay of lactic acid,0.0,0.0,0.0,0.0
14798,83615,Lactate (ld) (ldh) enzyme,0.0,0.0,0.0,0.0
14799,83625,Assay of ldh enzymes,0.0,0.0,0.0,0.0
14800,83630,Lactoferrin fecal (qual),0.0,0.0,0.0,0.0
14801,83631,Lactoferrin fecal (quant),0.0,0.0,0.0,0.0
14802,83632,Placental lactogen,0.0,0.0,0.0,0.0
14803,83633,Test urine for lactose,0.0,0.0,0.0,0.0
14804,83655,Assay of lead,0.0,0.0,0.0,0.0
14805,83661,L/s ratio fetal lung,0.0,0.0,0.0,0.0
14806,83662,Foam stability fetal lung,0.0,0.0,0.0,0.0
14807,83663,Fluoro polarize fetal lung,0.0,0.0,0.0,0.0
14808,83664,Lamellar bdy fetal lung,0.0,0.0,0.0,0.0
14809,83670,Assay of lap enzyme,0.0,0.0,0.0,0.0
14810,83690,Assay of lipase,0.0,0.0,0.0,0.0
14811,83695,Assay of lipoprotein(a),0.0,0.0,0.0,0.0
14812,83698,Assay lipoprotein pla2,0.0,0.0,0.0,0.0
14813,83700,Lipopro bld electrophoretic,0.0,0.0,0.0,0.0
14814,83701,Lipoprotein bld hr fraction,0.0,0.0,0.0,0.0
14815,83704,Lipoprotein bld quan part,0.0,0.0,0.0,0.0
14816,83718,Assay of lipoprotein,0.0,0.0,0.0,0.0
14817,83719,Assay of blood lipoprotein,0.0,0.0,0.0,0.0
14818,83721,Assay of blood lipoprotein,0.0,0.0,0.0,0.0
14819,83722,Lipoprtn dir meas sd ldl chl,0.0,0.0,0.0,0.0
14820,83727,Assay of lrh hormone,0.0,0.0,0.0,0.0
14821,83735,Assay of magnesium,0.0,0.0,0.0,0.0
14822,83775,Assay malate dehydrogenase,0.0,0.0,0.0,0.0
14823,83785,Assay of manganese,0.0,0.0,0.0,0.0
14824,83789,Mass spectrometry qual/quan,0.0,0.0,0.0,0.0
14825,83825,Assay of mercury,0.0,0.0,0.0,0.0
14826,83835,Assay of metanephrines,0.0,0.0,0.0,0.0
14827,83857,Assay of methemalbumin,0.0,0.0,0.0,0.0
14828,83861,Microfluid analy tears,0.0,0.0,0.0,0.0
14829,83864,Mucopolysaccharides,0.0,0.0,0.0,0.0
14830,83872,Assay synovial fluid mucin,0.0,0.0,0.0,0.0
14831,83873,Assay of csf protein,0.0,0.0,0.0,0.0
14832,83874,Assay of myoglobin,0.0,0.0,0.0,0.0
14833,83876,Assay myeloperoxidase,0.0,0.0,0.0,0.0
14834,83880,Assay of natriuretic peptide,0.0,0.0,0.0,0.0
14835,83883,Assay nephelometry not spec,0.0,0.0,0.0,0.0
14836,83885,Assay of nickel,0.0,0.0,0.0,0.0
14837,83915,Assay of nucleotidase,0.0,0.0,0.0,0.0
14838,83916,Oligoclonal bands,0.0,0.0,0.0,0.0
14839,83918,Organic acids total quant,0.0,0.0,0.0,0.0
14840,83919,Organic acids qual each,0.0,0.0,0.0,0.0
14841,83921,Organic acid single quant,0.0,0.0,0.0,0.0
14842,83930,Assay of blood osmolality,0.0,0.0,0.0,0.0
14843,83935,Assay of urine osmolality,0.0,0.0,0.0,0.0
14844,83937,Assay of osteocalcin,0.0,0.0,0.0,0.0
14845,83945,Assay of oxalate,0.0,0.0,0.0,0.0
14846,83950,Oncoprotein her-2/neu,0.0,0.0,0.0,0.0
14847,83951,Oncoprotein dcp,0.0,0.0,0.0,0.0
14848,83970,Assay of parathormone,0.0,0.0,0.0,0.0
14849,83986,Assay ph body fluid nos,0.0,0.0,0.0,0.0
14850,83987,Exhaled breath condensate,0.0,0.0,0.0,0.0
14851,83992,Assay for phencyclidine,0.0,0.0,0.0,0.0
14852,83993,Assay for calprotectin fecal,0.0,0.0,0.0,0.0
14853,84030,Assay of blood pku,0.0,0.0,0.0,0.0
14854,84035,Assay of phenylketones,0.0,0.0,0.0,0.0
14855,84060,Assay acid phosphatase,0.0,0.0,0.0,0.0
14856,84066,Assay prostate phosphatase,0.0,0.0,0.0,0.0
14857,84075,Assay alkaline phosphatase,0.0,0.0,0.0,0.0
14858,84078,Assay alkaline phosphatase,0.0,0.0,0.0,0.0
14859,84080,Assay alkaline phosphatases,0.0,0.0,0.0,0.0
14860,84081,Assay phosphatidylglycerol,0.0,0.0,0.0,0.0
14861,84085,Assay of rbc pg6d enzyme,0.0,0.0,0.0,0.0
14862,84087,Assay phosphohexose enzymes,0.0,0.0,0.0,0.0
14863,84100,Assay of phosphorus,0.0,0.0,0.0,0.0
14864,84105,Assay of urine phosphorus,0.0,0.0,0.0,0.0
14865,84106,Test for porphobilinogen,0.0,0.0,0.0,0.0
14866,84110,Assay of porphobilinogen,0.0,0.0,0.0,0.0
14867,84112,Eval amniotic fluid protein,0.0,0.0,0.0,0.0
14868,84119,Test urine for porphyrins,0.0,0.0,0.0,0.0
14869,84120,Assay of urine porphyrins,0.0,0.0,0.0,0.0
14870,84126,Assay of feces porphyrins,0.0,0.0,0.0,0.0
14871,84132,Assay of serum potassium,0.0,0.0,0.0,0.0
14872,84133,Assay of urine potassium,0.0,0.0,0.0,0.0
14873,84134,Assay of prealbumin,0.0,0.0,0.0,0.0
14874,84135,Assay of pregnanediol,0.0,0.0,0.0,0.0
14875,84138,Assay of pregnanetriol,0.0,0.0,0.0,0.0
14876,84140,Assay of pregnenolone,0.0,0.0,0.0,0.0
14877,84143,Assay of 17-hydroxypregneno,0.0,0.0,0.0,0.0
14878,84144,Assay of progesterone,0.0,0.0,0.0,0.0
14879,84145,Procalcitonin (pct),0.0,0.0,0.0,0.0
14880,84146,Assay of prolactin,0.0,0.0,0.0,0.0
14881,84150,Assay of prostaglandin,0.0,0.0,0.0,0.0
14882,84152,Assay of psa complexed,0.0,0.0,0.0,0.0
14883,84153,Assay of psa total,0.0,0.0,0.0,0.0
14884,84154,Assay of psa free,0.0,0.0,0.0,0.0
14885,84155,Assay of protein serum,0.0,0.0,0.0,0.0
14886,84156,Assay of protein urine,0.0,0.0,0.0,0.0
14887,84157,Assay of protein other,0.0,0.0,0.0,0.0
14888,84160,Assay of protein any source,0.0,0.0,0.0,0.0
14889,84163,Pappa serum,0.0,0.0,0.0,0.0
14890,84165,Protein e-phoresis serum,0.0,0.0,0.0,0.0
14891,84165,Protein e-phoresis serum,0.37,0.14,0.02,0.53
14892,84166,Protein e-phoresis/urine/csf,0.0,0.0,0.0,0.0
14893,84166,Protein e-phoresis/urine/csf,0.37,0.14,0.02,0.53
14894,84181,Western blot test,0.0,0.0,0.0,0.0
14895,84181,Western blot test,0.37,0.14,0.02,0.53
14896,84182,Protein western blot test,0.0,0.0,0.0,0.0
14897,84182,Protein western blot test,0.37,0.14,0.02,0.53
14898,84202,Assay rbc protoporphyrin,0.0,0.0,0.0,0.0
14899,84203,Test rbc protoporphyrin,0.0,0.0,0.0,0.0
14900,84206,Assay of proinsulin,0.0,0.0,0.0,0.0
14901,84207,Assay of vitamin b-6,0.0,0.0,0.0,0.0
14902,84210,Assay of pyruvate,0.0,0.0,0.0,0.0
14903,84220,Assay of pyruvate kinase,0.0,0.0,0.0,0.0
14904,84228,Assay of quinine,0.0,0.0,0.0,0.0
14905,84233,Assay of estrogen,0.0,0.0,0.0,0.0
14906,84234,Assay of progesterone,0.0,0.0,0.0,0.0
14907,84235,Assay of endocrine hormone,0.0,0.0,0.0,0.0
14908,84238,Assay nonendocrine receptor,0.0,0.0,0.0,0.0
14909,84244,Assay of renin,0.0,0.0,0.0,0.0
14910,84252,Assay of vitamin b-2,0.0,0.0,0.0,0.0
14911,84255,Assay of selenium,0.0,0.0,0.0,0.0
14912,84260,Assay of serotonin,0.0,0.0,0.0,0.0
14913,84270,Assay of sex hormone globul,0.0,0.0,0.0,0.0
14914,84275,Assay of sialic acid,0.0,0.0,0.0,0.0
14915,84285,Assay of silica,0.0,0.0,0.0,0.0
14916,84295,Assay of serum sodium,0.0,0.0,0.0,0.0
14917,84300,Assay of urine sodium,0.0,0.0,0.0,0.0
14918,84302,Assay of sweat sodium,0.0,0.0,0.0,0.0
14919,84305,Assay of somatomedin,0.0,0.0,0.0,0.0
14920,84307,Assay of somatostatin,0.0,0.0,0.0,0.0
14921,84311,Spectrophotometry,0.0,0.0,0.0,0.0
14922,84315,Body fluid specific gravity,0.0,0.0,0.0,0.0
14923,84375,Chromatogram assay sugars,0.0,0.0,0.0,0.0
14924,84376,Sugars single qual,0.0,0.0,0.0,0.0
14925,84377,Sugars multiple qual,0.0,0.0,0.0,0.0
14926,84378,Sugars single quant,0.0,0.0,0.0,0.0
14927,84379,Sugars multiple quant,0.0,0.0,0.0,0.0
14928,84392,Assay of urine sulfate,0.0,0.0,0.0,0.0
14929,84402,Assay of free testosterone,0.0,0.0,0.0,0.0
14930,84403,Assay of total testosterone,0.0,0.0,0.0,0.0
14931,84410,Testosterone bioavailable,0.0,0.0,0.0,0.0
14932,84425,Assay of vitamin b-1,0.0,0.0,0.0,0.0
14933,84430,Assay of thiocyanate,0.0,0.0,0.0,0.0
14934,84431,Thromboxane urine,0.0,0.0,0.0,0.0
14935,84432,Assay of thyroglobulin,0.0,0.0,0.0,0.0
14936,84436,Assay of total thyroxine,0.0,0.0,0.0,0.0
14937,84437,Assay of neonatal thyroxine,0.0,0.0,0.0,0.0
14938,84439,Assay of free thyroxine,0.0,0.0,0.0,0.0
14939,84442,Assay of thyroid activity,0.0,0.0,0.0,0.0
14940,84443,Assay thyroid stim hormone,0.0,0.0,0.0,0.0
14941,84445,Assay of tsi globulin,0.0,0.0,0.0,0.0
14942,84446,Assay of vitamin e,0.0,0.0,0.0,0.0
14943,84449,Assay of transcortin,0.0,0.0,0.0,0.0
14944,84450,Transferase (ast) (sgot),0.0,0.0,0.0,0.0
14945,84460,Alanine amino (alt) (sgpt),0.0,0.0,0.0,0.0
14946,84466,Assay of transferrin,0.0,0.0,0.0,0.0
14947,84478,Assay of triglycerides,0.0,0.0,0.0,0.0
14948,84479,Assay of thyroid (t3 or t4),0.0,0.0,0.0,0.0
14949,84480,Assay triiodothyronine (t3),0.0,0.0,0.0,0.0
14950,84481,Free assay (ft-3),0.0,0.0,0.0,0.0
14951,84482,T3 reverse,0.0,0.0,0.0,0.0
14952,84484,Assay of troponin quant,0.0,0.0,0.0,0.0
14953,84485,Assay duodenal fluid trypsin,0.0,0.0,0.0,0.0
14954,84488,Test feces for trypsin,0.0,0.0,0.0,0.0
14955,84490,Assay of feces for trypsin,0.0,0.0,0.0,0.0
14956,84510,Assay of tyrosine,0.0,0.0,0.0,0.0
14957,84512,Assay of troponin qual,0.0,0.0,0.0,0.0
14958,84520,Assay of urea nitrogen,0.0,0.0,0.0,0.0
14959,84525,Urea nitrogen semi-quant,0.0,0.0,0.0,0.0
14960,84540,Assay of urine/urea-n,0.0,0.0,0.0,0.0
14961,84545,Urea-n clearance test,0.0,0.0,0.0,0.0
14962,84550,Assay of blood/uric acid,0.0,0.0,0.0,0.0
14963,84560,Assay of urine/uric acid,0.0,0.0,0.0,0.0
14964,84577,Assay of feces/urobilinogen,0.0,0.0,0.0,0.0
14965,84578,Test urine urobilinogen,0.0,0.0,0.0,0.0
14966,84580,Assay of urine urobilinogen,0.0,0.0,0.0,0.0
14967,84583,Assay of urine urobilinogen,0.0,0.0,0.0,0.0
14968,84585,Assay of urine vma,0.0,0.0,0.0,0.0
14969,84586,Assay of vip,0.0,0.0,0.0,0.0
14970,84588,Assay of vasopressin,0.0,0.0,0.0,0.0
14971,84590,Assay of vitamin a,0.0,0.0,0.0,0.0
14972,84591,Assay of nos vitamin,0.0,0.0,0.0,0.0
14973,84597,Assay of vitamin k,0.0,0.0,0.0,0.0
14974,84600,Assay of volatiles,0.0,0.0,0.0,0.0
14975,84620,Xylose tolerance test,0.0,0.0,0.0,0.0
14976,84630,Assay of zinc,0.0,0.0,0.0,0.0
14977,84681,Assay of c-peptide,0.0,0.0,0.0,0.0
14978,84702,Chorionic gonadotropin test,0.0,0.0,0.0,0.0
14979,84703,Chorionic gonadotropin assay,0.0,0.0,0.0,0.0
14980,84704,Hcg free betachain test,0.0,0.0,0.0,0.0
14981,84830,Ovulation tests,0.0,0.0,0.0,0.0
14982,84999,Clinical chemistry test,0.0,0.0,0.0,0.0
14983,85002,Bleeding time test,0.0,0.0,0.0,0.0
14984,85004,Automated diff wbc count,0.0,0.0,0.0,0.0
14985,85007,Bl smear w/diff wbc count,0.0,0.0,0.0,0.0
14986,85008,Bl smear w/o diff wbc count,0.0,0.0,0.0,0.0
14987,85009,Manual diff wbc count b-coat,0.0,0.0,0.0,0.0
14988,85013,Spun microhematocrit,0.0,0.0,0.0,0.0
14989,85014,Hematocrit,0.0,0.0,0.0,0.0
14990,85018,Hemoglobin,0.0,0.0,0.0,0.0
14991,85025,Complete cbc w/auto diff wbc,0.0,0.0,0.0,0.0
14992,85027,Complete cbc automated,0.0,0.0,0.0,0.0
14993,85032,Manual cell count each,0.0,0.0,0.0,0.0
14994,85041,Automated rbc count,0.0,0.0,0.0,0.0
14995,85044,Manual reticulocyte count,0.0,0.0,0.0,0.0
14996,85045,Automated reticulocyte count,0.0,0.0,0.0,0.0
14997,85046,Reticyte/hgb concentrate,0.0,0.0,0.0,0.0
14998,85048,Automated leukocyte count,0.0,0.0,0.0,0.0
14999,85049,Automated platelet count,0.0,0.0,0.0,0.0
15000,85055,Reticulated platelet assay,0.0,0.0,0.0,0.0
15001,85060,Blood smear interpretation,0.45,0.22,0.04,0.71
15002,85097,Bone marrow interpretation,0.94,0.41,0.05,1.4
15003,85130,Chromogenic substrate assay,0.0,0.0,0.0,0.0
15004,85170,Blood clot retraction,0.0,0.0,0.0,0.0
15005,85175,Blood clot lysis time,0.0,0.0,0.0,0.0
15006,85210,Clot factor ii prothrom spec,0.0,0.0,0.0,0.0
15007,85220,Blooc clot factor v test,0.0,0.0,0.0,0.0
15008,85230,Clot factor vii proconvertin,0.0,0.0,0.0,0.0
15009,85240,Clot factor viii ahg 1 stage,0.0,0.0,0.0,0.0
15010,85244,Clot factor viii reltd antgn,0.0,0.0,0.0,0.0
15011,85245,Clot factor viii vw ristoctn,0.0,0.0,0.0,0.0
15012,85246,Clot factor viii vw antigen,0.0,0.0,0.0,0.0
15013,85247,Clot factor viii multimetric,0.0,0.0,0.0,0.0
15014,85250,Clot factor ix ptc/chrstmas,0.0,0.0,0.0,0.0
15015,85260,Clot factor x stuart-power,0.0,0.0,0.0,0.0
15016,85270,Clot factor xi pta,0.0,0.0,0.0,0.0
15017,85280,Clot factor xii hageman,0.0,0.0,0.0,0.0
15018,85290,Clot factor xiii fibrin stab,0.0,0.0,0.0,0.0
15019,85291,Clot factor xiii fibrin scrn,0.0,0.0,0.0,0.0
15020,85292,Clot factor fletcher fact,0.0,0.0,0.0,0.0
15021,85293,Clot factor wght kininogen,0.0,0.0,0.0,0.0
15022,85300,Antithrombin iii activity,0.0,0.0,0.0,0.0
15023,85301,Antithrombin iii antigen,0.0,0.0,0.0,0.0
15024,85302,Clot inhibit prot c antigen,0.0,0.0,0.0,0.0
15025,85303,Clot inhibit prot c activity,0.0,0.0,0.0,0.0
15026,85305,Clot inhibit prot s total,0.0,0.0,0.0,0.0
15027,85306,Clot inhibit prot s free,0.0,0.0,0.0,0.0
15028,85307,Assay activated protein c,0.0,0.0,0.0,0.0
15029,85335,Factor inhibitor test,0.0,0.0,0.0,0.0
15030,85337,Thrombomodulin,0.0,0.0,0.0,0.0
15031,85345,Coagulation time lee & white,0.0,0.0,0.0,0.0
15032,85347,Coagulation time activated,0.0,0.0,0.0,0.0
15033,85348,Coagulation time otr method,0.0,0.0,0.0,0.0
15034,85360,Euglobulin lysis,0.0,0.0,0.0,0.0
15035,85362,Fibrin degradation products,0.0,0.0,0.0,0.0
15036,85366,Fibrinogen test,0.0,0.0,0.0,0.0
15037,85370,Fibrinogen test,0.0,0.0,0.0,0.0
15038,85378,Fibrin degrade semiquant,0.0,0.0,0.0,0.0
15039,85379,Fibrin degradation quant,0.0,0.0,0.0,0.0
15040,85380,Fibrin degradj d-dimer,0.0,0.0,0.0,0.0
15041,85384,Fibrinogen activity,0.0,0.0,0.0,0.0
15042,85385,Fibrinogen antigen,0.0,0.0,0.0,0.0
15043,85390,Fibrinolysins screen i&r,0.0,0.0,0.0,0.0
15044,85390,Fibrinolysins screen i&r,0.75,0.29,0.04,1.08
15045,85396,Clotting assay whole blood,0.37,0.18,0.02,0.57
15046,85397,Clotting funct activity,0.0,0.0,0.0,0.0
15047,85400,Fibrinolytic plasmin,0.0,0.0,0.0,0.0
15048,85410,Fibrinolytic antiplasmin,0.0,0.0,0.0,0.0
15049,85415,Fibrinolytic plasminogen,0.0,0.0,0.0,0.0
15050,85420,Fibrinolytic plasminogen,0.0,0.0,0.0,0.0
15051,85421,Fibrinolytic plasminogen,0.0,0.0,0.0,0.0
15052,85441,Heinz bodies direct,0.0,0.0,0.0,0.0
15053,85445,Heinz bodies induced,0.0,0.0,0.0,0.0
15054,85460,Hemoglobin fetal,0.0,0.0,0.0,0.0
15055,85461,Hemoglobin fetal,0.0,0.0,0.0,0.0
15056,85475,Hemolysin acid,0.0,0.0,0.0,0.0
15057,85520,Heparin assay,0.0,0.0,0.0,0.0
15058,85525,Heparin neutralization,0.0,0.0,0.0,0.0
15059,85530,Heparin-protamine tolerance,0.0,0.0,0.0,0.0
